truth_idx,est_idx,truth_onset,truth_offset,truth_pitch,est_onset,est_offset,est_pitch,onset_diff_ms,offset_diff_ms,pitch_diff_cents,status
36.0000,,8.1836,9.0384,70.9400,,,,,,,missed
37.0000,35.0000,8.1883,8.2492,78.0950,8.1885,8.2573,77.9900,0.2600,8.1400,-10.5000,matched_strict
38.0000,36.0000,8.2492,8.5309,79.8847,8.2552,8.5365,79.8000,6.0600,5.5700,-8.4670,matched_strict
39.0000,37.0000,8.5311,8.5767,80.9300,8.5385,8.5953,81.0100,7.4000,18.6200,8.0000,matched_strict
40.0000,38.0000,8.5767,8.6418,79.9700,8.5823,8.6516,79.8000,5.6000,9.7100,-17.0000,matched_strict
41.0000,39.0000,8.6440,8.6867,80.5700,8.6443,8.6917,80.9400,0.3100,4.9900,37.0000,matched_strict
42.0000,40.0000,8.6868,8.8001,79.8800,8.6891,8.8078,79.8000,2.2500,7.7600,-8.0000,matched_strict
43.0000,41.0000,8.8001,9.0350,77.8850,8.8115,9.0401,77.8000,11.4100,5.1200,-8.5000,matched_strict
44.0000,43.0000,9.0366,9.1022,79.7550,9.0479,9.0943,79.5800,11.3200,-7.9500,-17.5000,matched_strict
45.0000,44.0000,9.0376,9.5956,70.9800,9.0615,9.5833,70.8700,23.8400,-12.3200,-11.0000,matched_strict
46.0000,45.0000,9.1042,9.1411,78.0300,9.0906,9.1422,77.9900,-13.5500,1.1100,-4.0000,matched_strict
47.0000,46.0000,9.1412,9.3728,79.9000,9.1521,9.3682,79.7500,10.8800,-4.5300,-15.0000,matched_strict
48.0000,47.0000,9.3728,9.5898,77.9800,9.3713,9.5776,77.9900,-1.4100,-12.2400,1.0000,matched_strict
49.0000,49.0000,9.6125,9.9730,63.9300,9.6026,9.9719,63.8900,-9.9100,-1.0900,-4.0000,matched_strict
50.0000,48.0000,9.6149,9.9752,59.0050,9.5990,9.9734,58.8000,-15.9800,-1.7800,-20.5000,matched_strict
51.0000,51.0000,9.9825,10.3251,71.0400,9.9698,10.3286,70.9300,-12.7000,3.5700,-11.0000,matched_strict
52.0000,53.0000,9.9858,10.0625,77.9800,9.9938,10.0604,78.0500,7.9700,-2.0400,7.0000,matched_strict
53.0000,54.0000,10.0635,10.3271,79.9200,10.0609,11.0219,79.8900,-2.5600,694.8000,-3.0000,unmatched_offset
54.0000,55.0000,10.3251,10.6836,70.9900,10.3292,10.6870,70.9300,4.0900,3.3400,-6.0000,matched_strict
55.0000,56.0000,10.3316,10.4916,84.6700,10.3422,10.5000,84.7800,10.5900,8.3700,11.0000,matched_strict
56.0000,57.0000,10.4916,10.6962,81.9400,10.4979,10.6932,81.8800,6.2900,-2.9500,-6.0000,matched_strict
57.0000,58.0000,10.6848,11.0362,71.0750,10.6880,11.0328,70.8700,3.1800,-3.4200,-20.5000,matched_strict
58.0000,59.0000,10.6968,10.8160,83.0000,10.6964,10.8031,82.7300,-0.4500,-12.8400,-27.0000,matched_strict
59.0000,,10.8160,11.0353,79.8900,,,,,,,missed
60.0000,60.0000,11.0362,11.2907,70.9900,11.0328,11.2901,70.9300,-3.4200,-0.6000,-6.0000,matched_strict
61.0000,61.0000,11.0374,11.2791,80.8750,11.0338,11.2703,80.8400,-3.5300,-8.7800,-3.5000,matched_strict
62.0000,62.0000,11.2884,11.4649,79.8400,11.2818,11.4630,79.8000,-6.6200,-1.8300,-4.0000,matched_strict
63.0000,63.0000,11.2903,11.4836,71.0150,11.2906,11.4755,70.9300,0.3600,-8.0500,-8.5000,matched_strict
64.0000,64.0000,11.4792,11.7761,77.8850,11.4667,11.7661,77.9900,-12.5600,-9.9800,10.5000,matched_strict
65.0000,65.0000,11.4836,11.9989,70.9600,11.4760,11.7766,70.7800,-7.5300,-222.3500,-18.0000,unmatched_offset
66.0000,66.0000,11.7761,11.9889,80.9400,11.7677,11.9734,80.9200,-8.4200,-15.4700,-2.0000,matched_strict
67.0000,68.0000,11.9887,12.0918,79.7900,11.9839,12.0912,79.8900,-4.8700,-0.6400,10.0000,matched_strict
68.0000,69.0000,12.0002,12.0918,71.0200,11.9885,12.0938,70.9300,-11.7000,1.9600,-9.0000,matched_strict
69.0000,71.0000,12.0975,12.2834,70.9500,12.0943,12.2729,70.9300,-3.2500,-10.4400,-2.0000,matched_strict
70.0000,70.0000,12.0987,12.2950,78.0100,12.0932,12.2703,77.9900,-5.5000,-24.6600,-2.0000,matched_strict
71.0000,,12.2836,12.5852,58.9200,,,,,,,missed
72.0000,73.0000,12.2902,12.5910,63.9500,12.2865,12.5984,63.8900,-3.7700,7.4200,-6.0000,matched_strict
73.0000,74.0000,12.5923,12.6203,79.6650,12.5813,12.6385,79.8000,-11.0800,18.2200,13.5000,matched_strict
74.0000,75.0000,12.5932,12.9612,70.9600,12.5922,12.9656,70.8700,-1.0600,4.4400,-9.0000,matched_strict
75.0000,76.0000,12.6215,12.6847,77.9500,12.6245,12.6849,78.1200,3.0200,0.1900,17.0000,matched_strict
76.0000,77.0000,12.6853,12.9509,79.8150,12.6833,12.9609,79.6500,-1.9900,10.0100,-16.5000,matched_strict
77.0000,79.0000,12.9612,13.3283,70.9200,12.9662,13.3245,70.8400,4.9700,-3.7700,-8.0000,matched_strict
78.0000,78.0000,12.9690,13.1024,84.6800,12.9609,13.1052,84.6700,-8.1100,2.8400,-1.0000,matched_strict
79.0000,80.0000,13.1024,13.3341,81.9450,13.1021,13.3203,81.8800,-0.2900,-13.7500,-6.5000,matched_strict
80.0000,82.0000,13.3287,13.6385,70.9400,13.3250,13.6448,70.9100,-3.7000,6.2900,-3.0000,matched_strict
81.0000,81.0000,13.3351,13.4294,82.9781,13.3229,13.4302,82.9000,-12.1300,0.8100,-7.8090,matched_strict
82.0000,83.0000,13.4360,13.6533,79.8800,13.4385,13.6380,79.8800,2.5400,-15.3100,0.0000,matched_strict
83.0000,85.0000,13.6471,13.9030,70.9155,13.6453,13.9172,70.8100,-1.7600,14.2100,-10.5520,matched_strict
84.0000,84.0000,13.6509,13.9262,80.7300,13.6448,13.9037,80.7600,-6.1400,-22.5200,3.0000,matched_strict
85.0000,87.0000,13.9102,14.0861,70.9050,13.9177,14.0838,70.8100,7.5500,-2.2700,-9.5000,matched_strict
86.0000,86.0000,13.9178,14.0887,79.9400,13.9141,14.0766,79.8900,-3.7700,-12.1500,-5.0000,matched_strict
87.0000,88.0000,14.0869,14.4080,77.9600,14.0844,14.4010,77.9900,-2.4800,-6.9400,3.0000,matched_strict
88.0000,89.0000,14.0885,14.3997,70.8898,14.0859,14.4000,70.9300,-2.5400,0.3400,4.0210,matched_strict
89.0000,90.0000,14.4026,14.6344,70.9100,14.4005,14.6234,70.9800,-2.0800,-10.9400,7.0000,matched_strict
90.0000,91.0000,14.4109,14.6326,80.9300,14.4031,14.6219,80.7700,-7.8000,-10.7300,-16.0000,matched_strict
91.0000,93.0000,14.6339,14.7347,79.6600,14.6250,14.7318,79.8000,-8.9300,-2.9000,14.0000,matched_strict
92.0000,92.0000,14.6428,14.7358,70.9100,14.6240,14.7339,70.8100,-18.8200,-1.9200,-10.0000,matched_strict
93.0000,95.0000,14.7358,14.9362,70.9600,14.7359,14.9219,70.8700,0.1700,-14.3600,-9.0000,matched_strict
94.0000,94.0000,14.7370,14.9362,78.0400,14.7344,14.9172,77.9900,-2.6600,-19.0500,-5.0000,matched_strict
95.0000,96.0000,14.9367,15.2421,70.9793,14.9245,15.2474,70.8900,-12.2000,5.3300,-8.9340,matched_strict
96.0000,97.0000,14.9423,15.2381,63.9100,14.9349,15.2474,63.8900,-7.4100,9.3000,-2.0000,matched_strict
97.0000,98.0000,15.2288,15.2620,79.6000,15.2354,15.2734,79.5800,6.5800,11.4900,-2.0000,matched_strict
98.0000,99.0000,15.2450,15.5934,70.9900,15.2479,15.5943,70.7800,2.8900,0.8900,-21.0000,matched_strict
99.0000,100.0000,15.2621,15.3368,77.9900,15.2646,15.3146,77.9900,2.4700,-22.2000,0.0000,matched_strict
100.0000,101.0000,15.3120,15.5922,79.8800,15.3177,15.5958,79.8000,5.7000,3.6300,-8.0000,matched_strict
101.0000,102.0000,15.5934,15.9559,70.9052,15.5958,15.9568,70.8900,2.4500,0.9000,-1.5240,matched_strict
102.0000,103.0000,15.5995,15.7501,84.6700,15.5974,15.7500,84.7400,-2.0900,-0.0700,7.0000,matched_strict
103.0000,104.0000,15.7501,15.9655,81.8800,15.7500,15.9458,81.8400,-0.0700,-19.7000,-4.0000,matched_strict
104.0000,106.0000,15.9601,16.2579,70.9052,15.9615,16.2588,70.8700,1.3300,1.0000,-3.5240,matched_strict
105.0000,105.0000,15.9655,16.0702,82.7400,15.9573,16.0588,82.6600,-8.2400,-11.3200,-8.0000,matched_strict
106.0000,107.0000,16.0702,16.2614,79.9100,16.0724,16.2583,79.9400,2.2300,-3.0500,3.0000,matched_strict
107.0000,109.0000,16.2579,16.5141,70.9200,16.2594,16.5146,70.9100,1.5200,0.4900,-1.0000,matched_strict
108.0000,108.0000,16.2615,16.5094,80.8900,16.2583,16.5016,80.9100,-3.1600,-7.8300,2.0000,matched_strict
109.0000,110.0000,16.5079,16.6802,77.9100,16.5120,16.6818,77.8900,4.1100,1.6200,-2.0000,matched_strict
110.0000,111.0000,16.5141,16.6741,70.9700,16.5156,16.6859,70.9800,1.5300,11.8600,1.0000,matched_strict
111.0000,113.0000,16.6741,16.9738,70.9900,16.6859,16.9891,70.9300,11.8600,15.2700,-6.0000,matched_strict
112.0000,112.0000,16.6814,16.9895,79.8800,16.6844,16.9901,79.8000,2.9600,0.5600,-8.0000,matched_strict
113.0000,114.0000,16.9895,17.3221,79.8400,16.9906,17.3302,79.8000,1.0900,8.1200,-4.0000,matched_strict
114.0000,115.0000,16.9965,17.0275,75.9000,16.9927,17.0464,75.7800,-3.8100,18.8800,-12.0000,matched_strict
115.0000,116.0000,17.0301,17.0801,74.8460,17.0365,17.0943,74.3400,6.3200,14.1700,-50.6030,unmatched_pitch
116.0000,117.0000,17.0846,17.3627,75.9500,17.0938,17.3583,75.8800,9.1500,-4.3900,-7.0000,matched_strict
117.0000,118.0000,17.3617,17.8447,77.8700,17.3536,17.8635,77.8700,-8.0000,18.8400,0.0000,matched_strict
118.0000,119.0000,17.3638,17.4514,74.8111,17.3625,17.4531,74.7500,-1.3200,1.7400,-6.1150,matched_strict
119.0000,120.0000,17.4514,17.5168,75.9231,17.4677,17.5208,75.0200,16.3300,4.0700,-90.3110,unmatched_pitch
120.0000,120.0000,17.5168,17.5539,74.8641,17.4677,17.5208,75.0200,-49.0500,-33.0300,15.5900,matched_strict
121.0000,122.0000,17.5539,17.6083,76.0290,17.5688,17.6344,76.3700,14.8900,26.0500,34.0990,unmatched_offset
122.0000,123.0000,17.6083,17.8438,74.8641,17.6297,17.8479,74.8900,21.3700,4.1000,2.5900,matched_strict
123.0000,124.0000,17.8447,18.1348,77.9200,17.8635,18.1531,77.8500,18.8400,18.3400,-7.0000,matched_strict
124.0000,125.0000,17.8506,18.1692,72.9600,17.8750,18.1615,72.9300,24.4000,-7.7600,-3.0000,matched_strict
125.0000,127.0000,18.1661,18.3728,69.9400,18.1693,18.3729,70.0000,3.2000,0.1300,6.0000,matched_strict
126.0000,126.0000,18.1692,18.3554,73.0100,18.1620,18.3713,73.0200,-7.2400,15.9800,1.0000,matched_strict
127.0000,128.0000,18.3699,18.4697,70.8900,18.3740,18.4766,70.8400,4.0100,6.8700,-5.0000,matched_strict
128.0000,129.0000,18.3786,18.8040,77.9800,18.3766,18.7948,77.8000,-2.0500,-9.1800,-18.0000,matched_strict
129.0000,130.0000,18.4709,18.5563,72.8009,18.4698,18.5620,72.7200,-1.0900,5.6400,-8.0940,matched_strict
130.0000,131.0000,18.5563,18.7907,74.8000,18.5573,18.7922,74.7500,0.9500,1.4400,-5.0000,matched_strict
131.0000,132.0000,18.8033,18.8035,70.8361,18.7974,18.9177,70.7800,-5.9400,114.1700,-5.6140,unmatched_offset
132.0000,133.0000,18.8035,18.8877,69.9500,18.8031,18.9161,69.7800,-0.4100,28.5000,-17.0000,unmatched_offset
133.0000,135.0000,19.2207,19.3306,62.6250,19.2396,19.3333,62.5200,18.9100,2.7200,-10.5000,matched_strict
134.0000,136.0000,19.3456,19.6963,58.9700,19.3448,19.6995,58.9500,-0.8200,3.1500,-2.0000,matched_strict
135.0000,138.0000,19.6931,20.6270,70.9432,19.6828,20.2844,70.8400,-10.3100,-342.6200,-10.3240,unmatched_offset
136.0000,139.0000,19.7021,19.7786,79.6900,19.7422,19.7937,79.6100,40.1200,15.1400,-8.0000,matched_strict
137.0000,140.0000,19.7786,19.8313,78.0850,19.7771,19.8385,77.9500,-1.5300,7.2600,-13.5000,matched_strict
138.0000,141.0000,19.8337,20.0504,79.7700,19.8380,20.0474,79.7500,4.2700,-3.0300,-2.0000,matched_strict
139.0000,142.0000,20.0526,20.2228,78.0300,20.0568,20.2573,77.9900,4.2000,34.4900,-4.0000,unmatched_offset
140.0000,144.0000,20.2581,20.6251,63.9100,20.3042,20.6234,63.7800,46.0900,-1.6800,-13.0000,matched_strict
141.0000,145.0000,20.6320,21.1337,70.8990,20.6260,21.1338,70.9300,-5.9600,0.1800,3.1030,matched_strict
142.0000,146.0000,20.6403,20.8208,79.9000,20.6354,20.8151,79.8000,-4.9100,-5.6900,-10.0000,matched_strict
143.0000,147.0000,20.8208,21.1360,84.9800,20.8188,21.1240,84.9300,-2.0400,-12.0000,-5.0000,matched_strict
144.0000,148.0000,21.1387,21.5996,70.9600,21.1344,21.6052,70.8900,-4.2900,5.5700,-7.0000,matched_strict
145.0000,149.0000,21.1536,21.2637,81.7700,21.1490,21.2568,81.6800,-4.6600,-6.9000,-9.0000,matched_strict
146.0000,150.0000,21.2699,21.5888,82.9700,21.2625,21.5854,82.9600,-7.3800,-3.3300,-1.0000,matched_strict
147.0000,151.0000,21.5996,22.4858,70.9700,21.6057,22.5037,70.9300,6.0900,17.8300,-4.0000,matched_strict
148.0000,152.0000,21.6194,21.6494,79.8546,21.6099,21.6562,79.3600,-9.4800,6.8600,-49.4590,unmatched_pitch
149.0000,153.0000,21.6523,21.7049,78.3500,21.6516,21.7156,78.2000,-0.7900,10.7700,-15.0000,matched_strict
150.0000,154.0000,21.7122,22.0001,79.8900,21.7031,22.0010,79.8000,-9.0400,0.9900,-9.0000,matched_strict
151.0000,155.0000,22.0001,22.0512,80.9400,21.9995,22.0625,81.3900,-0.5700,11.3200,45.0000,matched_strict
152.0000,156.0000,22.0512,22.1099,79.9700,22.0537,22.1156,79.8800,2.4700,5.7300,-9.0000,matched_strict
153.0000,157.0000,22.1099,22.1633,80.9600,22.1089,22.1635,81.3900,-1.0500,0.2100,43.0000,matched_strict
154.0000,158.0000,22.1633,22.2679,79.8550,22.1562,22.2750,79.8900,-7.0800,7.0600,3.5000,matched_strict
155.0000,159.0000,22.2710,22.5001,77.9150,22.2745,22.4943,77.8500,3.5100,-5.8700,-6.5000,matched_strict
156.0000,161.0000,22.4899,23.0391,70.9300,22.5042,23.3630,70.8700,14.2900,323.8900,-6.0000,unmatched_offset
157.0000,160.0000,22.5167,22.5528,79.6700,22.5031,22.5599,79.6100,-13.5900,7.0500,-6.0000,matched_strict
158.0000,162.0000,22.5528,22.6220,78.0900,22.5531,22.6213,77.9900,0.2800,-0.6900,-10.0000,matched_strict
159.0000,163.0000,22.6312,22.8263,79.7500,22.6125,22.8365,79.7500,-18.7200,10.2100,0.0000,matched_strict
160.0000,164.0000,22.8263,23.0574,78.0000,22.8391,23.0214,77.9500,12.8100,-36.0600,-5.0000,unmatched_offset
161.0000,165.0000,23.0391,23.3477,63.9400,23.0229,23.3724,63.8900,-16.2100,24.7400,-5.0000,matched_strict
162.0000,167.0000,23.3650,23.5525,79.9000,23.3646,23.5521,79.8700,-0.3800,-0.4300,-3.0000,matched_strict
163.0000,166.0000,23.3667,23.8426,70.9193,23.3630,23.8495,70.8900,-3.6500,6.8300,-2.9340,matched_strict
164.0000,168.0000,23.5525,23.8469,84.9200,23.5495,23.8385,84.9500,-3.0300,-8.3500,3.0000,matched_strict
165.0000,169.0000,23.8546,24.3481,70.9400,23.8495,25.2198,70.9300,-5.1000,871.6600,-1.0000,unmatched_offset
166.0000,170.0000,23.8694,23.9612,81.7600,23.8573,23.9771,81.6800,-12.0900,15.8700,-8.0000,matched_strict
167.0000,171.0000,23.9699,24.2858,82.9600,23.9969,24.3016,82.8900,26.9400,15.7300,-7.0000,matched_strict
168.0000,172.0000,24.3329,24.3770,79.8350,24.3302,24.3854,79.6100,-2.6800,8.4100,-22.5000,matched_strict
169.0000,,24.3481,25.1880,70.9200,,,,,,,missed
170.0000,173.0000,24.3820,24.4370,78.0600,24.3667,24.4438,77.9900,-15.3000,6.7400,-7.0000,matched_strict
171.0000,174.0000,24.4370,24.7105,79.8450,24.4401,24.7094,79.6500,3.0900,-1.1500,-19.5000,matched_strict
172.0000,175.0000,24.7105,24.7568,80.8000,24.7016,24.7578,80.9800,-8.9700,0.9800,18.0000,matched_strict
173.0000,176.0000,24.7568,24.8023,80.0150,24.7552,24.8125,79.8700,-1.6200,10.1600,-14.5000,matched_strict
174.0000,177.0000,24.8023,24.8454,80.9300,24.8037,24.8568,81.0400,1.3100,11.3500,11.0000,matched_strict
175.0000,178.0000,24.8454,24.9636,79.8900,24.8495,24.9719,79.8900,4.0600,8.2900,0.0000,matched_strict
176.0000,179.0000,24.9636,25.1934,77.8700,24.9802,25.2089,77.8000,16.6200,15.4800,-7.0000,matched_strict
177.0000,180.0000,25.2044,25.7923,70.9217,25.2198,25.7380,70.8700,15.4300,-54.2500,-5.1730,unmatched_offset
178.0000,181.0000,25.2166,25.2781,79.7250,25.2198,25.2797,79.6700,3.1600,1.5500,-5.5000,matched_strict
179.0000,182.0000,25.2787,25.3260,78.0366,25.2724,25.3266,78.1000,-6.2600,0.5400,6.3360,matched_strict
180.0000,183.0000,25.3317,25.5463,79.8800,25.3271,25.5458,79.8400,-4.6100,-0.4300,-4.0000,matched_strict
181.0000,184.0000,25.5463,25.8206,77.9700,25.5484,25.7406,77.9900,2.1800,-79.9600,2.0000,unmatched_offset
182.0000,186.0000,25.7923,26.0934,63.9200,25.7625,26.1068,63.8900,-29.7700,13.3500,-3.0000,matched_strict
183.0000,189.0000,26.0907,26.6034,70.8961,26.1052,26.5990,70.9100,14.5300,-4.4700,1.3880,matched_strict
184.0000,188.0000,26.1030,26.2966,79.8400,26.1052,26.3000,79.8400,2.2000,3.4000,0.0000,matched_strict
185.0000,190.0000,26.3021,26.6159,84.8400,26.2974,26.5990,84.7400,-4.7100,-16.9100,-10.0000,matched_strict
186.0000,191.0000,26.6078,27.0735,70.9300,26.6021,27.0833,70.7800,-5.7300,9.8300,-15.0000,matched_strict
187.0000,192.0000,26.6135,26.7262,81.7500,26.6182,26.7203,81.6800,4.7000,-5.8600,-7.0000,matched_strict
188.0000,193.0000,26.7389,27.0512,83.0600,26.7307,27.0662,82.9600,-8.2000,14.9000,-10.0000,matched_strict
189.0000,195.0000,27.0735,27.1615,71.0000,27.0833,27.2031,70.9300,9.8300,41.5800,-7.0000,unmatched_offset
190.0000,194.0000,27.0738,27.2022,77.9000,27.0708,27.1838,77.8000,-2.9200,-18.3300,-10.0000,matched_strict
191.0000,196.0000,27.1835,27.4648,80.0800,27.1833,27.4609,80.0300,-0.1200,-3.9100,-5.0000,matched_strict
192.0000,197.0000,27.1877,27.7478,72.9600,27.1865,27.7417,72.8300,-1.2500,-6.1800,-13.0000,matched_strict
193.0000,198.0000,27.4648,27.5017,82.9524,27.4625,27.5104,83.1500,-2.3500,8.7300,19.7550,matched_strict
194.0000,199.0000,27.5017,27.5729,80.1250,27.5104,27.5766,80.1000,8.7300,3.6100,-2.5000,matched_strict
195.0000,200.0000,27.5729,27.6202,83.0853,27.5677,27.6245,83.0400,-5.2400,4.2700,-4.5280,matched_strict
196.0000,201.0000,27.6234,27.7420,80.1100,27.6198,27.7510,80.0300,-3.6200,9.0000,-8.0000,matched_strict
197.0000,202.0000,27.7395,27.9769,70.9500,27.7531,27.9750,70.9300,13.6800,-1.9400,-2.0000,matched_strict
198.0000,203.0000,27.7487,27.9725,77.9600,27.7563,27.9740,77.8000,7.5400,1.5000,-16.0000,matched_strict
199.0000,204.0000,27.9688,28.0405,79.5400,27.9734,28.0375,79.5200,4.6500,-3.0100,-2.0000,matched_strict
200.0000,205.0000,27.9769,28.4967,70.9600,27.9750,28.5042,70.8700,-1.9400,7.4800,-9.0000,matched_strict
201.0000,206.0000,28.0418,28.0818,78.0741,28.0307,28.0844,78.9300,-11.0400,2.5800,85.5880,unmatched_pitch
202.0000,207.0000,28.0818,28.2877,79.7500,28.0849,28.2875,79.6700,3.1000,-0.2100,-8.0000,matched_strict
203.0000,208.0000,28.2902,28.5083,77.9700,28.2911,28.4958,77.9900,0.9300,-12.4700,2.0000,matched_strict
204.0000,209.0000,28.5206,28.9321,58.9600,28.5182,28.8953,58.9100,-2.3900,-36.7500,-5.0000,unmatched_offset
205.0000,210.0000,28.5255,28.8856,63.9500,28.5182,28.8932,63.8900,-7.2300,7.6100,-6.0000,matched_strict
206.0000,211.0000,28.8881,29.2646,71.0200,28.8891,29.2604,70.9300,0.9200,-4.1700,-9.0000,matched_strict
207.0000,213.0000,28.9046,28.9820,78.2300,28.9161,28.9828,77.9900,11.5900,0.8400,-24.0000,matched_strict
208.0000,214.0000,28.9820,29.2513,79.8800,28.9823,29.2599,79.8000,0.3200,8.5600,-8.0000,matched_strict
209.0000,216.0000,29.2646,29.6034,70.9700,29.2604,29.6094,70.8900,-4.1700,5.9300,-8.0000,matched_strict
210.0000,215.0000,29.2675,29.4042,84.6400,29.2604,29.4089,84.9100,-7.0300,4.6300,27.0000,matched_strict
211.0000,217.0000,29.4042,29.5996,81.9200,29.4062,29.5969,81.8800,2.0300,-2.7600,-4.0000,matched_strict
212.0000,219.0000,29.6022,29.7271,82.9038,29.6104,29.7328,82.7300,8.2000,5.6700,-17.3750,matched_strict
213.0000,218.0000,29.6034,29.9300,70.9638,29.6094,29.9245,70.8900,5.9300,-5.5400,-7.3790,matched_strict
214.0000,220.0000,29.7271,29.9131,79.9100,29.7344,29.9203,79.8900,7.2400,7.2000,-2.0000,matched_strict
215.0000,222.0000,29.9320,30.1859,80.9200,29.9255,30.1787,80.9100,-6.4700,-7.2900,-1.0000,matched_strict
216.0000,221.0000,29.9353,30.1911,70.9200,29.9245,30.1885,70.9100,-10.8300,-2.5800,-1.0000,matched_strict
217.0000,224.0000,30.1882,30.3717,79.9100,30.1891,30.3792,79.8700,0.8900,7.4700,-4.0000,matched_strict
218.0000,223.0000,30.1911,30.3787,71.0000,30.1885,30.3849,70.8900,-2.5800,6.2500,-11.0000,matched_strict
219.0000,226.0000,30.3787,30.6620,70.9650,30.3849,30.6865,70.9300,6.2500,24.5100,-3.5000,matched_strict
220.0000,225.0000,30.3858,30.6852,77.9600,30.3781,30.6797,77.8900,-7.6700,-5.4800,-7.0000,matched_strict
221.0000,227.0000,30.6660,30.9130,70.9765,30.6865,30.9135,70.8700,20.4500,0.5700,-10.6460,matched_strict
