truth_idx,est_idx,truth_onset,truth_offset,truth_pitch,est_onset,est_offset,est_pitch,onset_diff_ms,offset_diff_ms,pitch_diff_cents,status
30.0000,30.0000,7.1324,7.3723,79.8200,7.1333,7.3724,80.0000,0.9233,0.0558,18.0000,matched_strict
31.0000,31.0000,7.3698,7.6510,84.7500,7.3714,7.6516,85.0000,1.5942,0.5825,25.0000,matched_strict
32.0000,33.0000,7.6549,8.1734,70.9600,7.6583,8.1615,71.0000,3.4333,-11.9617,4.0000,matched_strict
33.0000,32.0000,7.6571,7.7845,81.8300,7.6573,7.7938,82.0000,0.2017,9.2600,17.0000,matched_strict
34.0000,34.0000,7.7839,8.1386,83.0600,7.8073,8.1156,83.0000,23.3917,-22.9650,-6.0000,matched_strict
35.0000,35.0000,8.1495,8.1866,79.8050,8.1536,8.2016,80.0000,4.0958,14.9225,19.5000,matched_strict
36.0000,36.0000,8.1836,9.0384,70.9400,8.1615,8.1646,71.0000,-22.1117,-873.7867,6.0000,unmatched_offset
37.0000,37.0000,8.1883,8.2505,78.0950,8.1885,8.2573,78.0000,0.2617,6.7917,-9.5000,matched_strict
38.0000,38.0000,8.2492,8.5309,79.8847,8.2552,8.5365,80.0000,6.0583,5.5683,11.5330,matched_strict
39.0000,39.0000,8.5311,8.5772,80.9300,8.5385,8.5953,81.0000,7.4017,18.1225,7.0000,matched_strict
40.0000,40.0000,8.5767,8.6418,79.9700,8.5823,8.6516,80.0000,5.6017,9.7125,3.0000,matched_strict
41.0000,41.0000,8.6440,8.6867,80.5700,8.6443,8.6917,81.0000,0.3108,4.9867,43.0000,matched_strict
42.0000,42.0000,8.6868,8.8004,79.8800,8.6891,8.8078,80.0000,2.2525,7.4525,12.0000,matched_strict
43.0000,43.0000,8.8001,9.0350,77.8850,8.8115,9.0401,78.0000,11.4083,5.1242,11.5000,matched_strict
44.0000,45.0000,9.0366,9.1022,79.7550,9.0479,9.0943,80.0000,11.3167,-7.9492,24.5000,matched_strict
45.0000,46.0000,9.0376,9.5956,70.9800,9.0615,9.5833,71.0000,23.8383,-12.3167,2.0000,matched_strict
46.0000,47.0000,9.1042,9.1411,78.0300,9.0906,9.1422,78.0000,-13.5450,1.1075,-3.0000,matched_strict
47.0000,48.0000,9.1412,9.3751,79.9000,9.1521,9.3682,80.0000,10.8833,-6.8308,10.0000,matched_strict
48.0000,49.0000,9.3728,9.5898,77.9800,9.3714,9.5776,78.0000,-1.4058,-12.2358,2.0000,matched_strict
49.0000,51.0000,9.6125,9.9730,63.9300,9.6026,9.9719,64.0000,-9.9058,-1.0950,7.0000,matched_strict
50.0000,50.0000,9.6149,9.9752,59.0050,9.5990,9.9734,59.0000,-15.9817,-1.7825,-0.5000,matched_strict
51.0000,53.0000,9.9825,10.3251,71.0400,9.9698,10.3286,71.0000,-12.6983,3.5658,-4.0000,matched_strict
52.0000,55.0000,9.9858,10.0625,77.9800,9.9938,10.0604,78.0000,7.9700,-2.0433,2.0000,matched_strict
53.0000,56.0000,10.0635,10.3271,79.9200,10.0609,11.0219,80.0000,-2.5625,694.8050,8.0000,unmatched_offset
54.0000,57.0000,10.3251,10.6836,70.9900,10.3292,10.6870,71.0000,4.0867,3.3392,1.0000,matched_strict
55.0000,58.0000,10.3316,10.4920,84.6700,10.3422,10.5000,85.0000,10.5875,7.9700,33.0000,matched_strict
56.0000,59.0000,10.4916,10.6962,81.9400,10.4979,10.6932,82.0000,6.2867,-2.9508,6.0000,matched_strict
57.0000,60.0000,10.6848,11.0362,71.0750,10.6880,11.0328,71.0000,3.1808,-3.4175,-7.5000,matched_strict
58.0000,61.0000,10.6968,10.8171,83.0000,10.6964,10.8031,83.0000,-0.4458,-13.9850,0.0000,matched_strict
59.0000,,10.8160,11.0353,79.8900,,,,,,,missed
60.0000,62.0000,11.0362,11.2907,70.9900,11.0328,11.2901,71.0000,-3.4175,-0.5958,1.0000,matched_strict
61.0000,63.0000,11.0374,11.2791,80.8750,11.0339,11.2703,81.0000,-3.5258,-8.7775,12.5000,matched_strict
62.0000,64.0000,11.2884,11.4649,79.8400,11.2818,11.4630,80.0000,-6.6192,-1.8292,16.0000,matched_strict
63.0000,65.0000,11.2903,11.4836,71.0150,11.2906,11.4755,71.0000,0.3550,-8.0492,-1.5000,matched_strict
64.0000,66.0000,11.4792,11.7783,77.8850,11.4667,11.7661,78.0000,-12.5633,-12.1742,11.5000,matched_strict
65.0000,67.0000,11.4836,11.9989,70.9600,11.4760,11.7766,71.0000,-7.5283,-222.3475,4.0000,unmatched_offset
66.0000,68.0000,11.7761,11.9889,80.9400,11.7677,11.9734,81.0000,-8.4217,-15.4725,6.0000,matched_strict
67.0000,70.0000,11.9887,12.0918,79.7900,11.9839,12.0911,80.0000,-4.8658,-0.6442,21.0000,matched_strict
68.0000,71.0000,12.0002,12.0918,71.0200,11.9885,12.0938,71.0000,-11.6983,1.9600,-2.0000,matched_strict
69.0000,73.0000,12.0975,12.2834,70.9500,12.0943,12.2729,71.0000,-3.2492,-10.4433,5.0000,matched_strict
70.0000,72.0000,12.0987,12.2950,78.0100,12.0932,12.2703,78.0000,-5.5008,-24.6575,-1.0000,matched_strict
71.0000,,12.2836,12.5852,58.9200,,,,,,,missed
72.0000,75.0000,12.2902,12.5910,63.9500,12.2865,12.5984,64.0000,-3.7717,7.4175,5.0000,matched_strict
73.0000,76.0000,12.5923,12.6203,79.6650,12.5813,12.6385,80.0000,-11.0800,18.2217,33.5000,matched_strict
74.0000,77.0000,12.5932,12.9612,70.9600,12.5922,12.9656,71.0000,-1.0625,4.4450,4.0000,matched_strict
75.0000,78.0000,12.6215,12.6847,77.9500,12.6245,12.6849,78.0000,3.0192,0.1858,5.0000,matched_strict
76.0000,79.0000,12.6853,12.9509,79.8150,12.6833,12.9609,80.0000,-1.9867,10.0075,18.5000,matched_strict
77.0000,81.0000,12.9612,13.3283,70.9200,12.9661,13.3245,71.0000,4.9658,-3.7708,8.0000,matched_strict
78.0000,80.0000,12.9690,13.1027,84.6800,12.9609,13.1052,85.0000,-8.1125,2.5483,32.0000,matched_strict
79.0000,82.0000,13.1024,13.3341,81.9450,13.1021,13.3203,82.0000,-0.2867,-13.7475,5.5000,matched_strict
80.0000,84.0000,13.3287,13.6385,70.9400,13.3250,13.6448,71.0000,-3.7000,6.2917,6.0000,matched_strict
81.0000,83.0000,13.3351,13.4294,82.9781,13.3229,13.4302,83.0000,-12.1333,0.8083,2.1910,matched_strict
82.0000,85.0000,13.4360,13.6533,79.8800,13.4385,13.6380,80.0000,2.5417,-15.3092,12.0000,matched_strict
83.0000,87.0000,13.6471,13.9030,70.9155,13.6453,13.9172,71.0000,-1.7575,14.2075,8.4480,matched_strict
84.0000,86.0000,13.6509,13.9262,80.7300,13.6448,13.9036,81.0000,-6.1383,-22.5242,27.0000,matched_strict
85.0000,89.0000,13.9102,14.0861,70.9050,13.9177,14.0839,71.0000,7.5483,-2.2658,9.5000,matched_strict
86.0000,88.0000,13.9178,14.0887,79.9400,13.9141,14.0766,80.0000,-3.7675,-12.1475,6.0000,matched_strict
87.0000,90.0000,14.0869,14.4080,77.9600,14.0844,14.4010,78.0000,-2.4750,-6.9383,4.0000,matched_strict
88.0000,91.0000,14.0885,14.3997,70.8898,14.0859,14.4000,71.0000,-2.5425,0.3400,11.0210,matched_strict
89.0000,92.0000,14.4026,14.6344,70.9100,14.4005,14.6234,71.0000,-2.0792,-10.9425,9.0000,matched_strict
90.0000,93.0000,14.4109,14.6326,80.9300,14.4031,14.6219,81.0000,-7.7950,-10.7250,7.0000,matched_strict
91.0000,95.0000,14.6339,14.7347,79.6600,14.6250,14.7318,80.0000,-8.9300,-2.8992,34.0000,matched_strict
92.0000,94.0000,14.6428,14.7358,70.9100,14.6240,14.7339,71.0000,-18.8217,-1.9158,9.0000,matched_strict
93.0000,97.0000,14.7358,14.9362,70.9600,14.7359,14.9219,71.0000,0.1675,-14.3650,4.0000,matched_strict
94.0000,96.0000,14.7370,14.9362,78.0400,14.7344,14.9172,78.0000,-2.6650,-19.0525,-4.0000,matched_strict
95.0000,98.0000,14.9367,15.2421,70.9793,14.9245,15.2474,71.0000,-12.2008,5.3258,2.0660,matched_strict
96.0000,99.0000,14.9423,15.2381,63.9100,14.9349,15.2474,64.0000,-7.4142,9.2958,9.0000,matched_strict
97.0000,100.0000,15.2288,15.2620,79.6000,15.2354,15.2734,80.0000,6.5767,11.4875,40.0000,matched_strict
98.0000,101.0000,15.2450,15.5934,70.9900,15.2479,15.5943,71.0000,2.8867,0.8908,1.0000,matched_strict
99.0000,102.0000,15.2621,15.3368,77.9900,15.2646,15.3146,78.0000,2.4733,-22.1967,1.0000,matched_strict
100.0000,103.0000,15.3120,15.5922,79.8800,15.3177,15.5958,80.0000,5.6983,3.6333,12.0000,matched_strict
101.0000,104.0000,15.5934,15.9559,70.9052,15.5958,15.9568,71.0000,2.4533,0.9008,9.4760,matched_strict
102.0000,105.0000,15.5995,15.7547,84.6700,15.5974,15.7500,85.0000,-2.0942,-4.7400,33.0000,matched_strict
103.0000,106.0000,15.7501,15.9655,81.8800,15.7500,15.9458,82.0000,-0.0700,-19.6967,12.0000,matched_strict
104.0000,108.0000,15.9601,16.2579,70.9052,15.9615,16.2589,71.0000,1.3283,1.0042,9.4760,matched_strict
105.0000,107.0000,15.9655,16.0798,82.7400,15.9573,16.0589,83.0000,-8.2383,-20.9658,26.0000,matched_strict
106.0000,109.0000,16.0702,16.2614,79.9100,16.0724,16.2583,80.0000,2.2258,-3.0467,9.0000,matched_strict
107.0000,111.0000,16.2579,16.5141,70.9200,16.2594,16.5146,71.0000,1.5250,0.4933,8.0000,matched_strict
108.0000,110.0000,16.2615,16.5094,80.8900,16.2583,16.5016,81.0000,-3.1567,-7.8275,11.0000,matched_strict
109.0000,112.0000,16.5079,16.6802,77.9100,16.5120,16.6818,78.0000,4.1092,1.6208,9.0000,matched_strict
110.0000,113.0000,16.5141,16.6741,70.9700,16.5156,16.6859,71.0000,1.5350,11.8575,3.0000,matched_strict
111.0000,115.0000,16.6741,16.9738,70.9900,16.6859,16.9891,71.0000,11.8575,15.2725,1.0000,matched_strict
112.0000,114.0000,16.6814,16.9895,79.8800,16.6844,16.9901,80.0000,2.9650,0.5642,12.0000,matched_strict
113.0000,116.0000,16.9895,17.3221,79.8400,16.9906,17.3302,80.0000,1.0850,8.1183,16.0000,matched_strict
114.0000,117.0000,16.9965,17.0275,75.9000,16.9927,17.0464,76.0000,-3.8117,18.8842,10.0000,matched_strict
115.0000,118.0000,17.0301,17.0801,74.8460,17.0365,17.0943,75.0000,6.3183,14.1708,15.3970,matched_strict
116.0000,119.0000,17.0846,17.3627,75.9500,17.0938,17.3583,76.0000,9.1500,-4.3867,5.0000,matched_strict
117.0000,120.0000,17.3617,17.8447,77.8700,17.3536,17.8635,78.0000,-8.0042,18.8417,13.0000,matched_strict
118.0000,121.0000,17.3638,17.4699,74.8111,17.3625,17.4531,75.0000,-1.3200,-16.8050,18.8850,matched_strict
119.0000,122.0000,17.4514,17.5256,75.9231,17.4677,17.5208,76.0000,16.3283,-4.7467,7.6890,matched_strict
120.0000,123.0000,17.5168,17.5662,74.8641,17.5130,17.5719,75.0000,-3.7392,5.6550,13.5900,matched_strict
121.0000,124.0000,17.5539,17.6095,76.0290,17.5688,17.6344,76.0000,14.8900,24.8650,-2.9010,matched_strict
122.0000,125.0000,17.6083,17.8438,74.8641,17.6297,17.8479,75.0000,21.3675,4.0967,13.5900,matched_strict
123.0000,126.0000,17.8447,18.1348,77.9200,17.8635,18.1531,78.0000,18.8417,18.3450,8.0000,matched_strict
124.0000,127.0000,17.8506,18.1692,72.9600,17.8750,18.1615,73.0000,24.4000,-7.7617,4.0000,matched_strict
125.0000,129.0000,18.1661,18.3728,69.9400,18.1693,18.3729,70.0000,3.2008,0.1267,6.0000,matched_strict
126.0000,128.0000,18.1692,18.3554,73.0100,18.1620,18.3714,73.0000,-7.2408,15.9842,-1.0000,matched_strict
127.0000,130.0000,18.3699,18.4697,70.8900,18.3740,18.4766,71.0000,4.0083,6.8725,11.0000,matched_strict
128.0000,131.0000,18.3786,18.8040,77.9800,18.3766,18.7948,78.0000,-2.0475,-9.1783,2.0000,matched_strict
129.0000,132.0000,18.4709,18.5597,72.8009,18.4698,18.5620,73.0000,-1.0883,2.3292,19.9060,matched_strict
130.0000,133.0000,18.5563,18.7907,74.8000,18.5573,18.7922,75.0000,0.9517,1.4375,20.0000,matched_strict
131.0000,134.0000,18.8033,19.6901,70.8361,18.7974,18.9177,71.0000,-5.9442,-772.4417,16.3860,unmatched_offset
132.0000,135.0000,18.8035,18.8877,69.9500,18.8031,18.9161,70.0000,-0.4150,28.4958,5.0000,unmatched_offset
133.0000,137.0000,19.2207,19.3306,62.6250,19.2396,19.3333,63.0000,18.9133,2.7233,37.5000,matched_strict
134.0000,138.0000,19.3456,19.6963,58.9700,19.3448,19.6995,59.0000,-0.8183,3.1492,3.0000,matched_strict
135.0000,140.0000,19.6931,20.6270,70.9432,19.6828,20.2844,71.0000,-10.3075,-342.6250,5.6760,unmatched_offset
136.0000,141.0000,19.7021,19.7787,79.6900,19.7422,19.7937,80.0000,40.1175,15.0000,31.0000,matched_strict
137.0000,142.0000,19.7786,19.8313,78.0850,19.7771,19.8385,78.0000,-1.5267,7.2617,-8.5000,matched_strict
138.0000,143.0000,19.8337,20.0504,79.7700,19.8380,20.0474,80.0000,4.2708,-3.0342,23.0000,matched_strict
139.0000,144.0000,20.0526,20.2228,78.0300,20.0568,20.2573,78.0000,4.2008,34.4917,-3.0000,unmatched_offset
140.0000,146.0000,20.2581,20.6251,63.9100,20.3042,20.6234,64.0000,46.0867,-1.6825,9.0000,matched_strict
141.0000,147.0000,20.6320,21.1337,70.8990,20.6260,21.1339,71.0000,-5.9583,0.1842,10.1030,matched_strict
142.0000,148.0000,20.6403,20.8225,79.9000,20.6354,20.8151,80.0000,-4.9133,-7.3858,10.0000,matched_strict
143.0000,149.0000,20.8208,21.1360,84.9800,20.8188,21.1240,85.0000,-2.0400,-12.0017,2.0000,matched_strict
144.0000,150.0000,21.1387,21.5996,70.9600,21.1344,21.6052,71.0000,-4.2850,5.5683,4.0000,matched_strict
145.0000,151.0000,21.1536,21.2637,81.7700,21.1490,21.2568,82.0000,-4.6617,-6.8992,23.0000,matched_strict
146.0000,152.0000,21.2699,21.5888,82.9700,21.2625,21.5854,83.0000,-7.3800,-3.3333,3.0000,matched_strict
147.0000,153.0000,21.5996,22.4858,70.9700,21.6057,22.5036,71.0000,6.0892,17.8258,3.0000,matched_strict
148.0000,154.0000,21.6194,21.6494,79.8546,21.6099,21.6562,80.0000,-9.4842,6.8600,14.5410,matched_strict
149.0000,155.0000,21.6523,21.7049,78.3500,21.6516,21.7156,78.0000,-0.7875,10.7750,-35.0000,matched_strict
150.0000,156.0000,21.7122,22.0025,79.8900,21.7031,22.0010,80.0000,-9.0350,-1.4783,11.0000,matched_strict
151.0000,157.0000,22.0001,22.0706,80.9400,21.9995,22.0625,81.0000,-0.5708,-8.0700,6.0000,matched_strict
152.0000,158.0000,22.0512,22.1228,79.9700,22.0536,22.1156,80.0000,2.4658,-7.1850,3.0000,matched_strict
153.0000,159.0000,22.1099,22.1693,80.9600,22.1089,22.1635,81.0000,-1.0458,-5.7083,4.0000,matched_strict
154.0000,160.0000,22.1633,22.2679,79.8550,22.1562,22.2750,80.0000,-7.0800,7.0600,14.5000,matched_strict
155.0000,161.0000,22.2710,22.5001,77.9150,22.2745,22.4943,78.0000,3.5092,-5.8692,8.5000,matched_strict
156.0000,163.0000,22.4899,23.3419,70.9300,22.5042,23.3630,71.0000,14.2867,21.1608,7.0000,matched_strict
157.0000,162.0000,22.5167,22.5698,79.6700,22.5031,22.5599,80.0000,-13.5950,-9.9042,33.0000,matched_strict
158.0000,164.0000,22.5528,22.6220,78.0900,22.5531,22.6214,78.0000,0.2750,-0.6858,-9.0000,matched_strict
159.0000,165.0000,22.6312,22.8426,79.7500,22.6125,22.8365,80.0000,-18.7200,-6.1717,25.0000,matched_strict
160.0000,166.0000,22.8263,23.0574,78.0000,22.8391,23.0214,78.0000,12.8125,-36.0558,0.0000,unmatched_offset
161.0000,167.0000,23.0391,23.3477,63.9400,23.0229,23.3724,64.0000,-16.2133,24.7358,6.0000,matched_strict
162.0000,169.0000,23.3650,23.5682,79.9000,23.3646,23.5521,80.0000,-0.3767,-16.1667,10.0000,matched_strict
163.0000,168.0000,23.3667,23.8426,70.9193,23.3630,23.8495,71.0000,-3.6492,6.8292,8.0660,matched_strict
164.0000,170.0000,23.5525,23.8469,84.9200,23.5495,23.8385,85.0000,-3.0308,-8.3483,8.0000,matched_strict
165.0000,171.0000,23.8546,24.3481,70.9400,23.8495,25.2198,71.0000,-5.1008,871.6617,6.0000,unmatched_offset
166.0000,172.0000,23.8694,23.9612,81.7600,23.8573,23.9771,82.0000,-12.0883,15.8733,24.0000,matched_strict
167.0000,173.0000,23.9699,24.2858,82.9600,23.9969,24.3016,83.0000,26.9450,15.7325,4.0000,matched_strict
168.0000,174.0000,24.3329,24.3770,79.8350,24.3302,24.3854,80.0000,-2.6817,8.4067,16.5000,matched_strict
169.0000,,24.3481,25.1880,70.9200,,,,,,,missed
170.0000,175.0000,24.3820,24.4448,78.0600,24.3667,24.4438,78.0000,-15.3033,-1.0600,-6.0000,matched_strict
171.0000,176.0000,24.4370,24.7118,79.8450,24.4401,24.7094,80.0000,3.0942,-2.4550,15.5000,matched_strict
172.0000,177.0000,24.7105,24.7583,80.8000,24.7016,24.7578,81.0000,-8.9675,-0.4675,20.0000,matched_strict
173.0000,178.0000,24.7568,24.8047,80.0150,24.7552,24.8125,80.0000,-1.6217,7.7800,-1.5000,matched_strict
174.0000,179.0000,24.8023,24.8570,80.9300,24.8036,24.8568,81.0000,1.3058,-0.1892,7.0000,matched_strict
175.0000,180.0000,24.8454,24.9673,79.8900,24.8495,24.9719,80.0000,4.0592,4.6150,11.0000,matched_strict
176.0000,181.0000,24.9636,25.1934,77.8700,24.9802,25.2089,78.0000,16.6183,15.4842,13.0000,matched_strict
177.0000,183.0000,25.2044,26.0791,70.9217,25.2198,25.7380,71.0000,15.4317,-341.0792,7.8270,unmatched_offset
178.0000,182.0000,25.2166,25.2781,79.7250,25.2198,25.2797,80.0000,3.1617,1.5475,27.5000,matched_strict
179.0000,184.0000,25.2787,25.3260,78.0366,25.2724,25.3266,78.0000,-6.2642,0.5425,-3.6640,matched_strict
180.0000,185.0000,25.3317,25.5652,79.8800,25.3271,25.5458,80.0000,-4.6067,-19.3367,12.0000,matched_strict
181.0000,186.0000,25.5463,25.8206,77.9700,25.5484,25.7406,78.0000,2.1775,-79.9650,3.0000,unmatched_offset
182.0000,188.0000,25.7923,26.0934,63.9200,25.7625,26.1068,64.0000,-29.7700,13.3508,8.0000,matched_strict
183.0000,191.0000,26.0907,26.6034,70.8961,26.1052,26.5990,71.0000,14.5283,-4.4717,10.3880,matched_strict
184.0000,190.0000,26.1030,26.2966,79.8400,26.1052,26.3000,80.0000,2.1983,3.4000,16.0000,matched_strict
185.0000,192.0000,26.3021,26.6159,84.8400,26.2974,26.5990,85.0000,-4.7142,-16.9117,16.0000,matched_strict
186.0000,193.0000,26.6078,27.0735,70.9300,26.6021,27.0833,71.0000,-5.7267,9.8333,7.0000,matched_strict
187.0000,194.0000,26.6135,26.7262,81.7500,26.6182,26.7203,82.0000,4.6992,-5.8575,25.0000,matched_strict
188.0000,195.0000,26.7389,27.0512,83.0600,26.7307,27.0661,83.0000,-8.2008,14.8958,-6.0000,matched_strict
189.0000,197.0000,27.0735,27.1615,71.0000,27.0833,27.2031,71.0000,9.8333,41.5850,0.0000,unmatched_offset
190.0000,196.0000,27.0738,27.2022,77.9000,27.0708,27.1839,78.0000,-2.9167,-18.3258,10.0000,matched_strict
191.0000,198.0000,27.1835,27.4692,80.0800,27.1833,27.4609,80.0000,-0.1167,-8.2725,-8.0000,matched_strict
192.0000,199.0000,27.1877,27.7478,72.9600,27.1865,27.7417,73.0000,-1.2517,-6.1833,4.0000,matched_strict
193.0000,200.0000,27.4648,27.5053,82.9524,27.4625,27.5104,83.0000,-2.3500,5.1467,4.7550,matched_strict
194.0000,201.0000,27.5017,27.5795,80.1250,27.5104,27.5766,80.0000,8.7267,-2.9375,-12.5000,matched_strict
195.0000,202.0000,27.5729,27.6202,83.0853,27.5677,27.6245,83.0000,-5.2417,4.2692,-8.5280,matched_strict
196.0000,203.0000,27.6234,27.7420,80.1100,27.6198,27.7510,80.0000,-3.6183,9.0017,-11.0000,matched_strict
197.0000,204.0000,27.7395,27.9769,70.9500,27.7531,27.9750,71.0000,13.6750,-1.9400,5.0000,matched_strict
198.0000,205.0000,27.7487,27.9725,77.9600,27.7562,27.9740,78.0000,7.5400,1.4983,4.0000,matched_strict
199.0000,206.0000,27.9688,28.0405,79.5400,27.9734,28.0375,80.0000,4.6475,-3.0100,46.0000,matched_strict
200.0000,207.0000,27.9769,28.4967,70.9600,27.9750,28.5042,71.0000,-1.9400,7.4767,4.0000,matched_strict
201.0000,208.0000,28.0418,28.0848,78.0741,28.0307,28.0844,78.0000,-11.0408,-0.3950,-7.4120,matched_strict
202.0000,209.0000,28.0818,28.2877,79.7500,28.0849,28.2875,80.0000,3.0958,-0.2100,25.0000,matched_strict
203.0000,210.0000,28.2902,28.5083,77.9700,28.2911,28.4958,78.0000,0.9258,-12.4667,3.0000,matched_strict
204.0000,212.0000,28.5206,28.9321,58.9600,28.5182,28.8953,59.0000,-2.3908,-36.7475,4.0000,unmatched_offset
205.0000,211.0000,28.5255,28.8856,63.9500,28.5182,28.8932,64.0000,-7.2308,7.6092,5.0000,matched_strict
206.0000,214.0000,28.8881,29.2646,71.0200,28.8891,29.2604,71.0000,0.9225,-4.1733,-2.0000,matched_strict
207.0000,215.0000,28.9046,28.9901,78.2300,28.9161,28.9828,78.0000,11.5858,-7.2975,-23.0000,matched_strict
208.0000,216.0000,28.9820,29.2513,79.8800,28.9823,29.2599,80.0000,0.3217,8.5558,12.0000,matched_strict
209.0000,218.0000,29.2646,29.6034,70.9700,29.2604,29.6094,71.0000,-4.1733,5.9250,3.0000,matched_strict
210.0000,217.0000,29.2675,29.4139,84.6400,29.2604,29.4089,85.0000,-7.0333,-5.0258,36.0000,matched_strict
211.0000,219.0000,29.4042,29.5996,81.9200,29.4062,29.5969,82.0000,2.0300,-2.7650,8.0000,matched_strict
212.0000,221.0000,29.6022,29.7304,82.9038,29.6104,29.7328,83.0000,8.1967,2.4025,9.6250,matched_strict
213.0000,220.0000,29.6034,29.9300,70.9638,29.6094,29.9245,71.0000,5.9250,-5.5408,3.6210,matched_strict
214.0000,222.0000,29.7271,29.9131,79.9100,29.7344,29.9203,80.0000,7.2350,7.2025,9.0000,matched_strict
215.0000,224.0000,29.9320,30.1859,80.9200,29.9255,30.1786,81.0000,-6.4692,-7.2942,8.0000,matched_strict
216.0000,223.0000,29.9353,30.1911,70.9200,29.9245,30.1885,71.0000,-10.8308,-2.5783,8.0000,matched_strict
217.0000,226.0000,30.1882,30.3717,79.9100,30.1891,30.3792,80.0000,0.8925,7.4667,9.0000,matched_strict
218.0000,225.0000,30.1911,30.3787,71.0000,30.1885,30.3849,71.0000,-2.5783,6.2458,0.0000,matched_strict
219.0000,228.0000,30.3787,30.6620,70.9650,30.3849,30.6865,71.0000,6.2458,24.5083,3.5000,matched_strict
220.0000,227.0000,30.3858,30.6852,77.9600,30.3781,30.6797,78.0000,-7.6750,-5.4825,4.0000,matched_strict
221.0000,229.0000,30.6660,30.9130,70.9765,30.6865,30.9135,71.0000,20.4483,0.5717,2.3540,matched_strict
222.0000,230.0000,30.6960,30.9174,80.8700,30.6875,30.9099,81.0000,-8.5300,-7.4742,13.0000,matched_strict
