truth_idx,est_idx,truth_onset,truth_offset,truth_pitch,est_onset,est_offset,est_pitch,onset_diff_ms,offset_diff_ms,pitch_diff_cents,status
51.0000,52.0000,8.5391,8.6320,73.9400,8.5516,8.6432,74.0000,12.4425,11.2092,6.0000,matched_strict
52.0000,53.0000,8.6325,8.7970,72.0600,8.6219,8.7969,72.0000,-10.6450,-0.0850,-6.0000,matched_strict
53.0000,54.0000,8.7953,9.0674,83.9300,8.7922,8.9995,84.0000,-3.1325,-67.9108,7.0000,unmatched_offset
54.0000,55.0000,8.7970,9.4248,72.1080,8.7969,9.4583,72.0000,-0.0850,33.5033,-10.7960,unmatched_offset
55.0000,56.0000,9.0379,9.2474,81.0100,9.0370,9.2344,81.0000,-0.9208,-12.9750,-1.0000,matched_strict
56.0000,57.0000,9.2442,9.4528,86.0600,9.2333,9.4583,86.0000,-10.8367,5.5033,-6.0000,matched_strict
57.0000,58.0000,9.4274,10.0959,72.0500,9.4594,10.1073,72.0000,31.9350,11.3717,-5.0000,matched_strict
58.0000,59.0000,9.4528,9.6073,85.9900,9.4599,9.6078,86.0000,7.0658,0.5525,1.0000,matched_strict
59.0000,60.0000,9.6332,9.6735,80.8600,9.6083,9.6714,81.0000,-24.8367,-2.1458,14.0000,matched_strict
60.0000,61.0000,9.6601,9.7126,79.1500,9.6495,9.7219,79.0000,-10.6608,9.3250,-15.0000,matched_strict
61.0000,62.0000,9.7085,9.8975,80.9250,9.7115,9.9224,81.0000,2.9583,24.8858,7.5000,matched_strict
62.0000,63.0000,9.9045,10.0966,83.9350,9.9010,10.1135,84.0000,-3.4183,16.9317,6.5000,matched_strict
63.0000,65.0000,10.1000,10.3172,83.8900,10.1172,10.3151,84.0000,17.2175,-2.0958,11.0000,matched_strict
64.0000,64.0000,10.1009,10.7191,72.0580,10.1083,10.7224,72.0000,7.4133,3.3158,-5.7960,matched_strict
65.0000,66.0000,10.3172,10.5244,83.0600,10.3130,10.5094,83.0000,-4.1792,-15.0650,-6.0000,matched_strict
66.0000,67.0000,10.5132,10.7218,86.2500,10.5052,10.7323,86.0000,-8.0317,10.4817,-25.0000,matched_strict
67.0000,68.0000,10.7215,11.0588,72.0600,10.7240,11.0708,72.0000,2.4683,12.0533,-6.0000,matched_strict
68.0000,69.0000,10.7481,10.8321,82.9500,10.7333,10.8469,83.0000,-14.7467,14.7650,5.0000,matched_strict
69.0000,70.0000,10.8351,11.3839,83.8725,10.8474,11.4047,84.0000,12.2758,20.8375,12.7500,matched_strict
70.0000,71.0000,11.0495,11.1015,73.8800,11.0714,11.1354,74.0000,21.8342,33.8667,12.0000,unmatched_offset
71.0000,72.0000,11.1088,11.1835,72.1800,11.1297,11.1984,72.0000,20.9075,14.9775,-18.0000,matched_strict
72.0000,73.0000,11.1797,11.2609,73.9000,11.1854,11.2786,74.0000,5.6867,17.7758,10.0000,matched_strict
73.0000,74.0000,11.2605,11.3917,72.0566,11.2562,11.4120,72.0000,-4.2100,20.3192,-5.6570,matched_strict
74.0000,75.0000,11.3863,11.5901,83.8767,11.4052,11.5521,84.0000,18.8683,-38.0467,12.3330,unmatched_offset
75.0000,76.0000,11.3938,11.5931,72.0566,11.4125,11.6177,72.0000,18.6800,24.5783,-5.6570,matched_strict
76.0000,77.0000,11.5998,12.0417,74.0622,11.5969,12.0536,74.0000,-2.9350,11.9158,-6.2240,matched_strict
77.0000,78.0000,11.6084,11.8248,81.0500,11.5990,11.8130,81.0000,-9.4717,-11.7392,-5.0000,matched_strict
78.0000,79.0000,11.8254,12.0528,85.9300,11.8255,12.0573,86.0000,0.1008,4.4417,7.0000,matched_strict
79.0000,80.0000,12.0468,12.6776,74.1122,12.0547,12.2411,74.0000,7.9075,-436.4642,-11.2240,unmatched_offset
80.0000,81.0000,12.0528,12.2253,85.8950,12.0594,12.2229,86.0000,6.5250,-2.3933,10.5000,matched_strict
81.0000,82.0000,12.2383,12.4285,81.0850,12.2318,12.4271,81.0000,-6.5092,-1.3967,-8.5000,matched_strict
82.0000,84.0000,12.4182,12.4757,83.7900,12.4182,12.4755,84.0000,0.0492,-0.2092,21.0000,matched_strict
83.0000,85.0000,12.4539,12.5114,82.8400,12.4625,12.5182,83.0000,8.5800,6.8692,16.0000,matched_strict
84.0000,86.0000,12.5169,12.6882,83.9000,12.5115,12.6875,84.0000,-5.4017,-0.7000,10.0000,matched_strict
85.0000,87.0000,12.6870,13.3108,74.1000,12.6849,13.0839,74.0000,-2.0942,-226.9858,-10.0000,unmatched_offset
86.0000,88.0000,12.6882,12.8697,84.0000,12.6875,12.8755,84.0000,-0.7000,5.8608,0.0000,matched_strict
87.0000,89.0000,12.8808,13.0960,82.9500,12.8812,13.0849,83.0000,0.4900,-11.1542,5.0000,matched_strict
88.0000,90.0000,13.0787,13.2876,86.1000,13.0828,13.2984,86.0000,4.1325,10.8175,-10.0000,matched_strict
89.0000,92.0000,13.3152,13.3919,82.8700,13.3109,13.4115,83.0000,-4.2525,19.5183,13.0000,matched_strict
90.0000,93.0000,13.3187,13.9842,72.0700,13.3167,13.9250,72.0000,-2.0333,-59.2200,-7.0000,unmatched_offset
91.0000,94.0000,13.3977,13.4642,84.1100,13.4052,13.4620,84.0000,7.5583,-2.2108,-11.0000,matched_strict
92.0000,95.0000,13.4499,13.5074,82.9000,13.4547,13.5057,83.0000,4.7475,-1.6708,10.0000,matched_strict
93.0000,96.0000,13.5142,13.9146,84.1850,13.5052,13.8948,84.0000,-8.9817,-19.7683,-18.5000,matched_strict
94.0000,97.0000,13.9266,14.3299,74.0400,13.9219,14.3349,74.0000,-4.7250,4.9658,-4.0000,matched_strict
95.0000,98.0000,13.9441,14.1293,81.0700,13.9271,14.1245,81.0000,-16.9867,-4.8608,-7.0000,matched_strict
96.0000,99.0000,14.1316,14.5474,82.2300,14.1260,14.3349,82.0000,-5.5983,-212.5242,-23.0000,unmatched_offset
97.0000,101.0000,14.3298,14.5520,79.1800,14.3359,14.5542,79.0000,6.1275,2.1367,-18.0000,matched_strict
98.0000,102.0000,14.5474,14.7273,82.1400,14.5505,14.7323,82.0000,3.1008,5.0317,-14.0000,matched_strict
99.0000,103.0000,14.5520,14.6982,79.1100,14.5542,14.7354,79.0000,2.1367,37.1867,-11.0000,unmatched_offset
100.0000,104.0000,14.7366,14.9681,81.1100,14.7328,14.9719,81.0000,-3.8075,3.7350,-11.0000,matched_strict
101.0000,105.0000,14.7461,14.9769,74.0300,14.7391,14.9880,74.0000,-7.0775,11.1508,-3.0000,matched_strict
102.0000,107.0000,14.9681,15.3426,81.0100,14.9719,15.3323,81.0000,3.7350,-10.2983,-1.0000,matched_strict
103.0000,106.0000,14.9840,15.0415,76.9800,14.9719,15.0349,77.0000,-12.1650,-6.6342,2.0000,matched_strict
104.0000,108.0000,15.0174,15.0773,76.0800,15.0130,15.0781,76.0000,-4.3492,0.7750,-8.0000,matched_strict
105.0000,109.0000,15.0636,15.3484,77.0500,15.0823,15.3432,77.0000,18.6517,-5.1608,-5.0000,matched_strict
106.0000,110.0000,15.3531,15.5225,79.0700,15.3516,15.5312,79.0000,-1.5275,8.7500,-7.0000,matched_strict
107.0000,111.0000,15.3549,15.5399,72.0600,15.3562,15.5448,72.0000,1.3800,4.8417,-6.0000,matched_strict
108.0000,112.0000,15.5225,15.7721,79.0800,15.5312,15.7792,79.0000,8.7500,7.0167,-8.0000,matched_strict
109.0000,113.0000,15.5391,15.7838,75.8350,15.5391,15.7786,76.0000,-0.0075,-5.1142,16.5000,matched_strict
110.0000,114.0000,15.7796,15.8799,70.8200,15.7766,15.8911,71.0000,-2.9875,11.2758,18.0000,matched_strict
111.0000,115.0000,15.7972,16.1559,72.0400,15.7766,15.8922,72.0000,-20.6575,-263.7125,-4.0000,unmatched_offset
112.0000,116.0000,15.8799,16.1506,72.0566,15.8995,16.1510,72.0000,19.6092,0.4217,-5.6570,matched_strict
113.0000,118.0000,16.1526,16.5582,72.0566,16.2000,16.2698,72.0000,47.4500,-288.3783,-5.6570,unmatched_offset
114.0000,117.0000,16.1576,16.2050,73.8039,16.1661,16.2193,74.0000,8.5958,14.2708,19.6110,matched_strict
115.0000,119.0000,16.1959,16.2462,72.0800,16.2693,16.3323,74.0000,73.3708,86.0817,192.0000,unmatched_onset+pitch
116.0000,119.0000,16.2580,16.2955,73.8469,16.2693,16.3323,74.0000,11.2308,36.8017,15.3070,unmatched_offset
117.0000,120.0000,16.3053,16.5558,72.0150,16.3182,16.5646,72.0000,12.9292,8.7533,-1.5000,matched_strict
118.0000,121.0000,16.5822,16.7532,68.8900,16.5828,16.7531,69.0000,0.5825,-0.0750,11.0000,matched_strict
119.0000,122.0000,16.5911,17.1759,60.0800,16.5839,17.1698,60.0000,-7.2858,-6.1283,-8.0000,matched_strict
120.0000,123.0000,16.7476,16.9970,65.0300,16.7500,16.9880,65.0000,2.3600,-8.9892,-3.0000,matched_strict
121.0000,124.0000,16.9670,17.1830,68.9400,16.9682,17.1740,69.0000,1.1992,-9.0517,6.0000,matched_strict
122.0000,125.0000,17.1830,17.3627,69.0100,17.1766,17.3583,69.0000,-6.4475,-4.3867,-1.0000,matched_strict
123.0000,126.0000,17.1958,17.3569,74.0500,17.1865,17.3599,74.0000,-9.3417,2.9758,-5.0000,matched_strict
124.0000,127.0000,17.3631,17.5767,70.0300,17.3604,17.5885,70.0000,-2.6933,11.8817,-3.0000,matched_strict
125.0000,128.0000,17.3643,17.5857,60.0500,17.3760,17.5896,60.0000,11.7817,3.8633,-5.0000,matched_strict
126.0000,130.0000,17.5817,17.7459,70.0000,17.5932,17.7682,70.0000,11.5692,22.3792,0.0000,matched_strict
127.0000,129.0000,17.5857,17.9986,60.0500,17.5917,17.9661,60.0000,5.9467,-32.4842,-5.0000,unmatched_offset
128.0000,131.0000,17.7561,18.0025,67.1100,17.7594,17.9870,67.0000,3.2550,-15.5208,-11.0000,matched_strict
129.0000,133.0000,17.9960,18.0439,69.7500,17.9865,18.0542,70.0000,-9.5217,10.2467,25.0000,matched_strict
130.0000,132.0000,18.0041,18.3744,60.0700,17.9818,18.3792,60.0000,-22.2992,4.7667,-7.0000,matched_strict
131.0000,134.0000,18.0325,18.0876,67.1500,18.0365,18.0958,67.0000,3.9583,8.2133,-15.0000,matched_strict
132.0000,135.0000,18.0939,18.1604,69.8300,18.0969,18.1667,70.0000,2.9550,6.2467,17.0000,matched_strict
133.0000,136.0000,18.1376,18.3800,67.0800,18.1458,18.3781,67.0000,8.2133,-1.8750,-8.0000,matched_strict
134.0000,137.0000,18.3878,18.4867,75.9238,18.3943,18.5135,76.0000,6.5008,26.8117,7.6210,unmatched_offset
135.0000,138.0000,18.4024,18.7443,65.0400,18.3953,18.7260,65.0000,-7.0575,-18.2683,-4.0000,matched_strict
136.0000,139.0000,18.4887,18.7093,76.8700,18.5115,18.7224,77.0000,22.7183,13.1358,13.0000,matched_strict
137.0000,141.0000,18.7085,18.7680,76.8488,18.7250,18.9375,77.0000,16.4700,169.5300,15.1160,unmatched_offset
138.0000,140.0000,18.7126,18.7630,80.9900,18.7063,18.7755,81.0000,-6.3200,12.5508,1.0000,matched_strict
139.0000,142.0000,18.7630,18.9591,80.9900,18.7755,18.9547,81.0000,12.5508,-4.4025,1.0000,matched_strict
140.0000,,18.7680,18.9558,76.8488,,,,,,,missed
141.0000,143.0000,18.9541,19.1565,72.2100,18.9630,19.1917,72.0000,8.9508,35.2067,-21.0000,unmatched_offset
142.0000,144.0000,18.9653,19.1391,79.1900,18.9646,19.1500,79.0000,-0.7067,10.9500,-19.0000,matched_strict
143.0000,145.0000,19.1608,19.3582,65.0100,19.1583,19.3609,65.0000,-2.4767,2.7675,-1.0000,matched_strict
144.0000,146.0000,19.1712,19.3828,76.1500,19.1589,19.3724,76.0000,-12.3658,-10.4242,-15.0000,matched_strict
145.0000,147.0000,19.3582,19.7718,65.0200,19.3609,19.7641,65.0000,2.7675,-7.7275,-2.0000,matched_strict
146.0000,148.0000,19.3828,19.4266,76.1800,19.3724,19.4302,77.0000,-10.4242,3.5783,82.0000,unmatched_pitch
147.0000,148.0000,19.4169,19.4609,77.2400,19.3724,19.4302,77.0000,-44.4642,-30.7017,-24.0000,unmatched_offset
148.0000,149.0000,19.4566,19.5164,76.0400,19.4391,19.5151,76.0000,-17.5675,-1.2658,-4.0000,matched_strict
149.0000,150.0000,19.5198,19.7965,77.1800,19.5094,19.9323,77.0000,-10.4550,135.7617,-18.0000,unmatched_offset
150.0000,151.0000,19.7751,19.8306,66.9500,19.7641,19.8255,67.0000,-11.0075,-5.1292,5.0000,matched_strict
151.0000,,19.7965,20.1851,77.1558,,,,,,,missed
152.0000,152.0000,19.8115,19.8771,65.1550,19.8172,19.8865,65.0000,5.6875,9.3683,-15.5000,matched_strict
153.0000,153.0000,19.8727,19.9534,66.9400,19.8708,19.9516,67.0000,-1.9167,-1.7975,6.0000,matched_strict
154.0000,154.0000,19.9724,20.2130,65.0450,19.9495,20.1943,65.0000,-22.8808,-18.6992,-4.5000,matched_strict
155.0000,155.0000,20.1886,20.3581,68.8750,20.1922,20.3578,69.0000,3.6175,-0.2875,12.5000,matched_strict
156.0000,156.0000,20.1933,20.7614,60.0900,20.1964,20.7286,60.0000,3.0642,-32.7242,-9.0000,unmatched_offset
157.0000,157.0000,20.3516,20.5671,65.0900,20.3516,20.5797,65.0000,-0.0275,12.6175,-9.0000,matched_strict
158.0000,158.0000,20.5465,20.7533,68.9800,20.5536,20.7510,69.0000,7.1758,-2.2783,2.0000,matched_strict
159.0000,159.0000,20.7533,20.9386,68.9900,20.7510,20.9120,69.0000,-2.2783,-26.6108,1.0000,unmatched_offset
160.0000,160.0000,20.7592,20.9444,74.0900,20.7526,20.9141,74.0000,-6.6158,-30.3375,-9.0000,unmatched_offset
161.0000,161.0000,20.9361,21.1504,69.9800,20.9359,21.1599,70.0000,-0.1125,9.5158,2.0000,matched_strict
162.0000,162.0000,20.9364,21.1474,60.0400,20.9516,21.1651,60.0000,15.1925,17.6542,-4.0000,matched_strict
163.0000,164.0000,21.1474,21.5590,60.0600,21.1651,21.5427,60.0000,17.6542,-16.2817,-6.0000,matched_strict
164.0000,163.0000,21.1504,21.3277,69.9400,21.1620,21.3089,70.0000,11.5992,-18.8458,6.0000,matched_strict
165.0000,165.0000,21.3234,21.5510,67.0800,21.3266,21.5594,67.0000,3.1625,8.3750,-8.0000,matched_strict
166.0000,166.0000,21.5590,21.9370,60.0600,21.5432,21.9286,60.0000,-15.7608,-8.4042,-6.0000,matched_strict
167.0000,167.0000,21.5664,21.6182,69.7900,21.5583,21.7005,70.0000,-8.0967,82.2708,21.0000,unmatched_offset
168.0000,168.0000,21.5955,21.6442,67.1000,21.6927,21.9312,67.0000,97.2183,287.0300,-10.0000,unmatched_onset
169.0000,,21.6532,21.7115,69.8100,,,,,,,missed
170.0000,168.0000,21.6865,21.9361,67.0800,21.6927,21.9312,67.0000,6.1983,-4.8300,-8.0000,matched_strict
171.0000,169.0000,21.9433,22.2468,65.0300,21.9339,22.2812,65.0000,-9.4158,34.4600,-3.0000,unmatched_offset
172.0000,170.0000,21.9752,22.0594,76.1400,21.9568,22.0521,76.0000,-18.4792,-7.3367,-14.0000,matched_strict
173.0000,171.0000,22.0652,22.2381,77.2669,22.0510,22.2542,77.0000,-14.1483,16.0967,-26.6930,matched_strict
174.0000,,22.2415,22.3050,77.2600,,,,,,,missed
175.0000,172.0000,22.2515,22.3322,80.9900,22.2495,22.3302,81.0000,-2.0008,-1.9617,1.0000,matched_strict
176.0000,,22.3065,22.5003,77.2600,,,,,,,missed
177.0000,173.0000,22.3322,22.5059,81.0100,22.3302,22.4937,81.0000,-1.9617,-12.1900,-1.0000,matched_strict
178.0000,,22.5084,22.6807,72.1100,,,,,,,missed
179.0000,174.0000,22.5087,22.6801,79.1900,22.5115,22.6906,79.0000,2.7283,10.5350,-19.0000,matched_strict
180.0000,,22.6804,22.8828,65.0200,,,,,,,missed
181.0000,175.0000,22.6938,22.8963,76.0700,22.6932,22.9047,76.0000,-0.5708,8.3675,-7.0000,matched_strict
182.0000,176.0000,22.8878,23.5263,65.0100,22.9042,23.5151,65.0000,16.3767,-11.1758,-1.0000,matched_strict
183.0000,177.0000,22.9031,22.9494,76.0700,22.9214,22.9823,77.0000,18.2442,32.9217,93.0000,unmatched_pitch
184.0000,177.0000,22.9433,22.9983,77.2086,22.9214,22.9823,77.0000,-21.9458,-15.9683,-20.8580,matched_strict
185.0000,178.0000,22.9787,23.0690,76.0000,22.9828,23.0646,76.0000,4.1225,-4.4367,0.0000,matched_strict
186.0000,179.0000,23.0634,23.4928,77.2000,23.0667,23.4865,77.0000,3.2367,-6.3317,-20.0000,matched_strict
187.0000,181.0000,23.5125,24.1171,72.0700,23.5182,24.1193,72.0000,5.7592,2.1808,-7.0000,matched_strict
188.0000,180.0000,23.5263,23.6786,65.0500,23.5156,23.6714,65.0000,-10.6550,-7.1958,-5.0000,matched_strict
189.0000,182.0000,23.6696,23.7714,68.8400,23.6672,23.8062,69.0000,-2.3625,34.8200,16.0000,unmatched_offset
190.0000,183.0000,23.7878,23.9108,67.1600,23.7927,23.9224,67.0000,4.8983,11.6458,-16.0000,matched_strict
191.0000,184.0000,23.9198,24.1263,65.0000,23.9193,24.1401,65.0000,-0.5692,13.7642,0.0000,matched_strict
192.0000,185.0000,24.1171,24.7882,72.0400,24.1203,24.7688,72.0000,3.2225,-19.4000,-4.0000,matched_strict
193.0000,186.0000,24.1517,24.2474,83.0650,24.1536,24.2724,83.0000,1.9858,24.9558,-6.5000,matched_strict
194.0000,187.0000,24.2668,24.7625,83.9000,24.2594,24.3234,84.0000,-7.4650,-439.0325,10.0000,unmatched_offset
195.0000,188.0000,24.7882,25.4643,72.0566,24.7693,25.2255,72.0000,-18.8792,-238.7892,-5.6570,unmatched_offset
196.0000,189.0000,24.7900,24.8395,80.9300,24.7818,24.8417,81.0000,-8.1992,2.1167,7.0000,matched_strict
197.0000,190.0000,24.8389,24.8976,79.4050,24.8281,24.9005,79.0000,-10.8050,2.9208,-40.5000,matched_strict
198.0000,191.0000,24.8910,25.2459,80.9700,24.8974,25.2292,81.0000,6.4458,-16.7333,3.0000,matched_strict
199.0000,193.0000,25.2483,25.4245,86.1250,25.2448,25.4557,86.0000,-3.4983,31.2092,-12.5000,unmatched_offset
200.0000,194.0000,25.4719,26.1247,72.0566,25.4344,26.1187,72.0000,-37.4850,-5.9500,-5.6570,matched_strict
201.0000,195.0000,25.4864,25.5303,80.7950,25.4755,25.5276,81.0000,-10.8592,-2.7358,20.5000,matched_strict
202.0000,196.0000,25.5212,25.5826,79.0400,25.5151,25.5948,79.0000,-6.0758,12.2017,-4.0000,matched_strict
203.0000,197.0000,25.5694,25.8438,80.9600,25.5786,25.8318,81.0000,9.2558,-12.0392,4.0000,matched_strict
204.0000,198.0000,25.8345,25.8749,83.8781,25.8391,25.8828,84.0000,4.5925,7.8825,12.1930,matched_strict
205.0000,199.0000,25.8728,25.9217,82.7700,25.8620,25.9245,83.0000,-10.8008,2.7892,23.0000,matched_strict
206.0000,200.0000,25.9245,26.1285,83.9050,25.9245,26.1260,84.0000,-0.0008,-2.4383,9.5000,matched_strict
207.0000,201.0000,26.1244,26.7226,72.0052,26.1187,26.7286,72.0000,-5.6800,6.0658,-0.5180,matched_strict
208.0000,202.0000,26.1285,26.3024,83.9000,26.1281,26.2948,84.0000,-0.3550,-7.6083,10.0000,matched_strict
209.0000,203.0000,26.3161,26.5288,83.0300,26.3167,26.5266,83.0000,0.5567,-2.2375,-3.0000,matched_strict
210.0000,204.0000,26.5208,26.7146,86.2500,26.5198,26.7302,86.0000,-1.0383,15.6483,-25.0000,matched_strict
211.0000,206.0000,26.7244,27.0545,72.0300,26.7286,27.0661,72.0000,4.2858,11.6758,-3.0000,matched_strict
212.0000,205.0000,26.7301,26.8423,82.9100,26.7281,26.8526,83.0000,-1.9650,10.3342,9.0000,matched_strict
213.0000,207.0000,26.8478,27.3785,83.8900,26.8526,27.3870,84.0000,4.8142,8.4492,11.0000,matched_strict
214.0000,208.0000,27.0505,27.1333,73.9650,27.0552,27.1250,74.0000,4.6683,-8.3200,3.5000,matched_strict
215.0000,209.0000,27.1186,27.1731,72.0100,27.1161,27.1740,72.0000,-2.4242,0.8083,-1.0000,matched_strict
216.0000,210.0000,27.1666,27.2494,73.9200,27.1719,27.2505,74.0000,5.2650,1.1008,8.0000,matched_strict
217.0000,211.0000,27.2321,27.3848,72.0600,27.2328,27.3948,72.0000,0.6825,9.9617,-6.0000,matched_strict
218.0000,212.0000,27.3799,27.6072,83.8767,27.3922,27.5682,84.0000,12.2875,-38.9608,12.3330,unmatched_offset
219.0000,213.0000,27.3898,28.0077,72.0566,27.3948,28.0104,72.0000,4.9617,2.6767,-5.6570,matched_strict
220.0000,214.0000,27.6061,27.8291,80.9800,27.6021,27.8214,81.0000,-3.9867,-7.7658,2.0000,matched_strict
221.0000,215.0000,27.8155,28.0056,86.1100,27.8104,28.0141,86.0000,-5.1033,8.4725,-11.0000,matched_strict
222.0000,217.0000,28.0056,28.1542,86.0500,28.0156,28.1599,86.0000,10.0350,5.6958,-5.0000,matched_strict
223.0000,216.0000,28.0124,28.6327,72.0066,28.0115,28.4370,72.0000,-0.9717,-195.7008,-0.6570,unmatched_offset
